sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
44.0,3,3,3.0,4.0,1.0,1570.0,0,0,1,1.0,2.0,1.27
85.0,2,2,4.0,3.0,0.0,1300.0,0,0,1,1.0,0.0,1.0
30.0,5,4,3.0,2.0,1.0,1350.0,0,0,1,0.0,2.0,4.31
10.0,4,5,3.0,3.0,0.0,2343.0,0,0,1,1.0,0.0,3.0
39.0,3,4,2.0,0.0,0.0,1398.0,1,0,1,0.0,2.0,1.0
17.0,5,6,4.0,0.0,0.0,7294.0,0,0,1,1.0,0.0,6.0
99.0,3,2,2.0,4.0,0.0,663.0,0,0,1,0.0,1.0,0.05
33.0,9,9,4.0,0.0,1.0,3240.0,1,1,2,1.0,1.0,11.25
31.0,5,5,2.0,2.0,1.0,2700.0,1,1,0,1.0,2.0,9.0
111.0,2,2,4.0,3.0,0.0,1131.0,0,0,1,1.0,2.0,0.08
109.0,2,2,3.0,1.0,0.0,1368.0,0,0,1,1.0,2.0,1.0
92.0,2,2,1.0,4.0,0.0,814.0,0,0,1,0.0,1.0,0.06
89.0,2,2,3.0,3.0,0.0,1450.0,0,0,1,1.0,2.0,0.09
61.0,4,6,4.0,0.0,0.0,2715.0,1,1,2,1.0,0.0,7.0
10.0,3,4,2.0,3.0,0.0,1813.0,0,0,1,1.0,0.0,2.0
55.0,3,3,3.0,0.0,1.0,2000.0,1,1,1,0.0,1.0,4.05
17.0,2,2,2.0,3.0,0.0,1430.0,0,0,1,1.0,2.0,1.0
6.0,4,4,4.0,3.0,0.0,2851.0,1,0,1,1.0,0.0,2.0
10.0,2,3,3.0,3.0,0.0,978.23,1,1,2,0.0,0.0,0.09
77.0,2,2,2.0,1.0,0.0,1200.0,0,0,2,1.0,0.0,1.0
101.0,3,3,2.0,4.0,0.0,1611.0,0,0,1,1.0,2.0,1.0
39.0,2,2,3.0,4.0,0.0,1279.0,0,0,1,0.0,1.0,1.0
77.0,3,2,4.0,1.0,0.0,1365.0,0,0,1,0.0,2.0,1.0
76.0,3,3,2.0,1.0,0.0,1346.0,1,0,2,0.0,2.0,1.0
47.0,4,3,2.0,0.0,1.0,211.0,0,1,2,0.0,1.0,1.9
89.0,3,4,2.0,1.0,0.0,2389.0,1,0,1,0.0,0.0,1.0
55.0,5,4,2.0,1.0,1.0,4500.0,0,0,1,0.0,1.0,6.75
87.0,3,3,3.0,1.0,0.0,1833.0,1,0,1,0.0,0.0,2.0
43.0,3,3,1.0,1.0,0.0,1643.0,1,0,1,0.0,2.0,0.09
6.0,3,2,2.0,1.0,0.0,848.0,0,0,1,1.0,2.0,0.06
25.0,4,4,4.0,2.0,1.0,1845.0,0,0,1,0.0,1.0,2.95
93.0,3,3,4.0,3.0,0.0,1955.0,1,0,2,1.0,0.0,1.0
69.0,3,3,2.0,4.0,0.0,1778.0,0,0,1,0.0,1.0,2.0
44.0,3,2,3.0,4.0,0.0,1538.0,0,0,1,0.0,0.0,1.0
10.0,3,4,4.0,3.0,0.0,4600.0,0,0,1,0.0,0.0,2.0
11.0,3,3,3.0,3.0,0.0,1550.0,0,0,2,0.0,2.0,1.0
9.0,4,5,4.0,3.0,0.0,2505.0,1,0,1,1.0,2.0,1.0
86.0,4,4,0.0,1.0,1.0,3111.0,0,0,1,0.0,0.0,1.75
96.0,1,1,1.0,3.0,0.0,387.0,0,0,0,0.0,0.0,0.02
6.0,3,4,4.0,3.0,0.0,2072.0,1,1,1,1.0,0.0,1.0
6.0,4,4,4.0,3.0,0.0,2303.0,1,0,1,0.0,2.0,2.0
9.0,2,2,4.0,3.0,0.0,1236.0,0,0,2,0.0,2.0,0.09
98.0,3,3,2.0,1.0,0.0,1690.0,0,0,1,0.0,2.0,0.09
63.0,4,4,3.0,3.0,0.0,2253.0,0,0,2,0.0,2.0,2.0
70.0,4,5,4.0,3.0,0.0,3925.0,1,1,2,2.0,2.0,7.0
64.0,9,9,4.0,1.0,1.0,2700.0,1,0,2,0.0,1.0,7.25
111.0,2,2,2.0,1.0,0.0,640.0,0,0,1,1.0,2.0,0.02
59.0,4,4,4.0,1.0,0.0,2199.0,0,0,1,0.0,0.0,1.0
8.0,4,3,3.0,2.0,0.0,1678.0,1,0,1,1.0,0.0,1.0
4.0,3,3,3.0,3.0,0.0,2351.0,1,0,2,2.0,0.0,2.0
103.0,4,4,4.0,0.0,0.0,2200.0,1,0,2,1.0,0.0,1.0
11.0,4,4,4.0,3.0,0.0,3150.0,1,1,2,2.0,2.0,2.0
111.0,1,1,1.0,1.0,0.0,473.99,0,0,1,1.0,2.0,0.02
68.0,3,3,3.0,3.0,0.0,2400.0,1,0,2,2.0,1.0,2.0
9.0,3,4,0.0,1.0,0.0,2137.0,0,0,1,1.0,1.0,1.0
54.0,5,5,4.0,2.0,0.0,3305.0,1,0,1,1.0,2.0,3.0
40.0,3,2,3.0,4.0,0.0,978.0,0,0,1,0.0,2.0,0.07
27.0,3,3,4.0,1.0,0.0,2069.0,0,0,0,1.0,1.0,4.0
65.0,2,2,2.0,3.0,0.0,1244.0,0,0,1,0.0,2.0,2.0
50.0,3,3,2.0,3.0,1.0,1935.0,0,0,2,1.0,2.0,2.55
81.0,2,2,4.0,1.0,0.0,1180.0,0,0,2,1.0,0.0,1.0
73.0,3,3,3.0,3.0,0.0,1600.0,1,0,2,0.0,2.0,2.0
16.0,2,2,3.0,3.0,0.0,1939.03,0,0,2,2.0,2.0,2.0
4.0,3,3,3.0,3.0,0.0,1315.0,1,0,1,1.0,0.0,1.0
55.0,3,4,4.0,0.0,0.0,1954.0,0,0,1,0.0,2.0,2.0
78.0,3,4,2.0,3.0,0.0,1674.0,0,0,1,2.0,1.0,1.0
51.0,5,8,4.0,3.0,1.0,4500.0,1,1,0,2.0,2.0,17.0
55.0,3,3,2.0,2.0,0.0,2444.0,0,0,2,1.0,1.0,1.0
43.0,3,3,4.0,1.0,0.0,1697.0,0,0,1,1.0,1.0,0.09
76.0,2,2,1.0,1.0,0.0,657.0,0,0,1,0.0,0.0,0.07
85.0,3,3,3.0,1.0,0.0,1826.0,0,0,2,0.0,0.0,2.0
79.0,3,2,1.0,2.0,1.0,900.0,0,0,1,0.0,1.0,0.45
79.0,2,2,0.0,2.0,1.0,126.0,0,0,1,0.0,1.0,1.0
77.0,2,2,2.0,1.0,0.0,1311.0,0,0,1,1.0,0.0,1.0
97.0,2,2,2.0,3.0,0.0,1050.0,0,0,1,2.0,2.0,0.05
105.0,3,3,4.0,3.0,0.0,713.0,0,0,1,1.0,2.0,0.03
111.0,2,2,3.0,3.0,0.0,1154.0,0,0,1,2.0,2.0,0.07
101.0,2,2,2.0,3.0,0.0,769.0,0,0,1,0.0,2.0,0.04
78.0,4,5,4.0,3.0,0.0,2910.0,0,0,1,0.0,0.0,3.0
72.0,3,3,2.0,4.0,0.0,1540.0,0,0,1,0.0,1.0,2.0
46.0,1,1,1.0,3.0,1.0,450.0,0,0,1,0.0,1.0,0.34
89.0,3,4,4.0,3.0,0.0,2031.0,1,0,1,1.0,2.0,2.0
95.0,2,2,3.0,3.0,0.0,1630.0,0,0,1,0.0,2.0,1.0
59.0,6,5,4.0,0.0,1.0,3132.0,0,0,1,0.0,2.0,8.0
105.0,3,2,2.0,1.0,0.0,1175.0,0,0,1,0.0,0.0,0.07
73.0,3,5,4.0,3.0,0.0,4271.0,1,0,0,0.0,1.0,6.0
68.0,9,12,4.0,3.0,1.0,6390.0,1,0,2,1.0,2.0,18.02
25.0,1,1,1.0,0.0,0.0,665.0,0,0,2,1.0,2.0,0.06
105.0,3,2,2.0,3.0,0.0,1300.0,0,0,1,0.0,0.0,0.08
75.0,3,3,4.0,3.0,0.0,20471.0,0,1,2,2.0,2.0,3.0
95.0,3,3,4.0,3.0,0.0,1549.0,1,0,1,1.0,0.0,1.0
73.0,3,3,4.0,1.0,0.0,1556.0,0,1,0,1.0,1.0,1.0
9.0,3,4,4.0,3.0,0.0,2137.0,1,0,1,1.0,2.0,1.0
92.0,4,4,4.0,3.0,0.0,6268.0,1,0,2,1.0,0.0,4.0
72.0,6,6,4.0,4.0,1.0,3132.0,0,1,1,0.0,2.0,8.5
50.0,4,4,4.0,0.0,0.0,2712.0,1,0,1,0.0,2.0,6.0
55.0,5,4,4.0,3.0,0.0,3219.0,1,0,1,0.0,0.0,4.0
111.0,2,2,3.0,1.0,0.0,1222.0,0,0,1,1.0,1.0,0.09
95.0,3,3,4.0,3.0,0.0,1674.0,1,1,2,2.0,2.0,1.0
105.0,4,3,3.0,4.0,0.0,2093.0,1,0,1,1.0,2.0,1.0
111.0,2,2,3.0,1.0,0.0,822.0,0,0,1,1.0,1.0,0.06
55.0,3,4,4.0,0.0,0.0,1750.75,1,0,2,1.0,1.0,2.0
43.0,3,1,0.0,3.0,0.0,1820.0,0,0,1,0.0,1.0,0.09
30.0,5,5,4.0,3.0,1.0,3096.0,1,1,1,0.0,1.0,11.0
32.0,9,9,3.0,3.0,1.0,3042.0,1,1,0,1.0,2.0,8.0
80.0,3,5,3.0,3.0,0.0,1527.0,1,0,1,0.0,2.0,1.0
59.0,1,1,0.0,0.0,0.0,513.0,0,0,2,0.0,1.0,0.04
16.0,2,2,2.0,3.0,0.0,1498.0,0,0,1,1.0,2.0,0.07
63.0,4,4,2.0,0.0,1.0,1449.0,1,0,2,0.0,1.0,2.99
5.0,3,3,4.0,3.0,0.0,1683.0,0,0,1,0.0,0.0,1.0
47.0,2,1,4.0,0.0,1.0,4635.0,0,0,1,0.0,1.0,4.12
104.0,4,4,3.0,1.0,1.0,2430.0,0,0,2,0.0,1.0,3.6
80.0,2,2,2.0,4.0,0.0,991.0,0,0,1,0.0,2.0,0.05
54.0,4,4,4.0,3.0,1.0,3240.0,1,1,2,1.0,1.0,7.8
29.0,4,2,2.0,2.0,1.0,540.0,0,0,1,0.0,1.0,1.44
104.0,4,3,4.0,3.0,0.0,2107.0,1,1,1,1.0,2.0,1.0
4.0,2,2,2.0,1.0,0.0,1145.0,0,0,1,2.0,0.0,1.0
43.0,3,3,2.0,1.0,0.0,1593.0,0,0,1,0.0,1.0,0.08
74.0,3,3,3.0,3.0,0.0,1920.0,0,0,2,1.0,0.0,2.0
46.0,3,3,4.0,2.0,0.0,2400.0,0,0,1,0.0,1.0,2.0
79.0,4,2,2.0,2.0,1.0,1575.0,0,0,1,0.0,1.0,1.75
75.0,3,4,4.0,3.0,0.0,2490.0,1,0,2,1.0,0.0,3.0
43.0,4,5,3.0,3.0,0.0,2343.0,1,0,1,0.0,2.0,1.0
78.0,3,3,1.0,3.0,0.0,1419.0,0,0,2,1.0,0.0,1.0
105.0,3,3,2.0,3.0,0.0,1068.0,0,0,1,0.0,1.0,0.05
109.0,2,2,1.0,3.0,0.0,538.0,0,0,1,0.0,2.0,0.02
10.0,3,3,3.0,3.0,0.0,1460.0,0,0,1,0.0,0.0,2.0
60.0,3,3,4.0,4.0,0.0,2617.0,0,0,1,0.0,1.0,5.0
61.0,3,3,4.0,2.0,0.0,2558.0,0,0,2,1.0,1.0,3.0
13.0,6,4,2.0,0.0,1.0,2700.0,0,0,1,0.0,1.0,3.08
34.0,4,2,2.0,2.0,1.0,1170.0,0,0,1,0.0,1.0,0.75
101.0,3,3,0.0,1.0,0.0,1423.0,0,0,1,1.0,2.0,1.0
80.0,3,4,3.0,1.0,0.0,1527.0,1,0,1,0.0,1.0,1.0
6.0,4,4,4.0,3.0,0.0,2509.0,1,0,1,2.0,0.0,2.0
8.0,2,2,4.0,1.0,0.0,940.0,0,0,2,0.0,1.0,1.0
77.0,2,2,3.0,3.0,0.0,889.0,0,0,1,0.0,0.0,1.0
1.0,3,3,3.0,3.0,0.0,1489.0,0,0,2,0.0,1.0,1.0
63.0,4,4,4.0,3.0,0.0,2300.0,0,0,2,1.0,2.0,2.0
14.0,4,5,3.0,3.0,0.0,3032.0,1,0,1,1.0,2.0,3.0
88.0,2,2,3.0,4.0,0.0,1467.0,0,0,1,0.0,0.0,0.09
59.0,3,3,3.0,0.0,0.0,2127.0,1,0,1,0.0,2.0,1.0
89.0,2,2,3.0,3.0,0.0,1012.0,0,0,1,0.0,2.0,0.09
81.0,4,4,4.0,1.0,1.0,2610.0,0,0,1,0.0,2.0,4.7
38.0,2,2,2.0,0.0,1.0,1426.0,0,0,1,0.0,1.0,4.6
107.0,2,2,1.0,3.0,0.0,610.0,0,0,2,1.0,2.0,0.03
96.0,3,3,4.0,0.0,0.0,1710.0,0,0,2,1.0,0.0,1.0
1.0,3,3,3.0,2.0,0.0,1778.0,0,0,1,0.0,0.0,0.09
87.0,3,4,4.0,3.0,0.0,1829.0,1,0,1,0.0,2.0,1.0
111.0,2,2,2.0,3.0,0.0,556.0,0,0,1,0.0,2.0,0.03
4.0,3,3,3.0,3.0,0.0,1315.0,1,0,1,1.0,2.0,1.0
6.0,2,2,3.0,3.0,0.0,86.0,0,0,1,1.0,0.0,0.08
87.0,3,3,3.0,3.0,0.0,1600.0,0,0,1,0.0,2.0,1.0
101.0,3,3,3.0,4.0,0.0,1423.0,0,0,1,1.0,2.0,1.0
97.0,2,2,3.0,3.0,0.0,1484.0,0,0,1,0.0,0.0,1.0
4.0,2,2,2.0,4.0,0.0,828.0,0,0,1,0.0,2.0,1.0
44.0,3,3,1.0,4.0,0.0,1500.0,0,0,1,0.0,1.0,1.0
101.0,2,2,2.0,4.0,0.0,804.0,0,0,1,1.0,1.0,0.09
36.0,2,2,2.0,3.0,0.0,778.0,0,0,1,0.0,1.0,0.02
98.0,3,3,1.0,3.0,0.0,1747.0,0,0,0,1.0,2.0,2.0
30.0,4,4,3.0,2.0,0.0,2333.0,1,0,2,0.0,0.0,3.0
20.0,4,4,4.0,0.0,1.0,3150.0,0,0,1,0.0,1.0,6.5
27.0,4,6,4.0,1.0,0.0,2778.0,1,0,0,0.0,2.0,4.0
78.0,4,4,1.0,3.0,0.0,1783.0,0,0,1,1.0,0.0,1.0
88.0,2,2,1.0,0.0,0.0,1115.0,0,1,1,1.0,2.0,0.06
84.0,2,2,2.0,1.0,0.0,1444.0,0,0,1,0.0,0.0,1.0
109.0,2,2,1.0,3.0,0.0,601.0,0,0,1,0.0,2.0,0.03
74.0,3,3,2.0,3.0,0.0,2200.0,0,0,1,1.0,2.0,3.0
4.0,3,3,3.0,3.0,0.0,1300.0,1,0,1,0.0,2.0,1.0
49.0,4,4,3.0,2.0,0.0,2900.0,0,0,1,0.0,1.0,3.0
44.0,2,2,3.0,1.0,0.0,543.0,0,0,1,1.0,2.0,0.05
13.0,2,2,0.0,3.0,0.0,699.0,0,0,1,0.0,0.0,0.03
27.0,3,5,4.0,1.0,0.0,2796.0,1,0,0,1.0,2.0,3.0
78.0,4,3,0.0,3.0,0.0,1826.0,0,0,1,0.0,1.0,1.0
4.0,3,3,4.0,3.0,0.0,2099.0,0,1,1,0.0,2.0,1.0
104.0,3,3,4.0,3.0,0.0,1700.0,0,0,1,1.0,2.0,1.0
54.0,4,4,2.0,0.0,1.0,2592.0,1,0,1,0.0,1.0,5.75
103.0,3,3,4.0,3.0,0.0,1700.0,1,0,1,1.0,0.0,1.0
57.0,4,3,3.0,0.0,0.0,10000.0,1,0,1,0.0,2.0,8.0
44.0,4,3,3.0,4.0,0.0,1650.0,0,0,1,1.0,2.0,1.0
39.0,2,2,3.0,0.0,0.0,1100.0,0,0,2,0.0,2.0,1.0
31.0,3,3,3.0,2.0,1.0,8829.0,0,0,1,1.0,1.0,3.25
111.0,2,2,2.0,3.0,0.0,1319.0,0,0,2,1.0,2.0,0.07
105.0,3,2,3.0,4.0,0.0,1091.0,0,0,1,0.0,1.0,0.09
102.0,9,9,3.0,0.0,1.0,2628.0,0,0,2,1.0,2.0,3.4
10.0,3,3,3.0,3.0,0.0,1500.0,1,0,1,2.0,1.0,1.0
105.0,3,4,2.0,4.0,0.0,1475.0,0,0,1,1.0,1.0,1.0
95.0,3,3,3.0,3.0,0.0,1570.0,1,0,2,1.0,0.0,1.0
71.0,3,3,4.0,1.0,0.0,18215.0,0,0,2,0.0,2.0,3.0
44.0,2,2,2.0,3.0,0.0,1242.0,0,0,1,1.0,2.0,1.0
39.0,2,2,2.0,1.0,1.0,1210.0,0,0,0,1.0,2.0,1.35
53.0,2,2,2.0,3.0,0.0,1108.0,0,0,2,0.0,2.0,1.0
92.0,3,3,2.0,3.0,0.0,2130.0,1,0,0,1.0,2.0,2.0
85.0,2,2,2.0,1.0,0.0,1289.0,0,0,2,2.0,0.0,1.0
93.0,4,4,4.0,3.0,1.0,3900.0,1,0,0,1.0,2.0,7.0
69.0,3,3,3.0,4.0,0.0,1721.0,0,0,1,0.0,1.0,2.0
75.0,3,4,3.0,3.0,0.0,2134.0,1,0,2,2.0,0.0,3.0
15.0,4,5,4.0,0.0,0.0,2670.0,1,0,2,1.0,0.0,3.0
96.0,2,2,4.0,3.0,0.0,1026.0,0,1,1,2.0,2.0,0.07
96.0,2,2,4.0,3.0,0.0,1086.0,0,0,1,1.0,0.0,0.05
75.0,3,3,3.0,3.0,0.0,1900.0,0,0,2,2.0,1.0,2.0
76.0,3,3,3.0,1.0,0.0,1551.0,1,1,2,2.0,2.0,1.0
108.0,2,2,4.0,4.0,0.0,1235.0,0,0,1,1.0,0.0,0.09
11.0,4,5,3.0,3.0,0.0,2765.0,0,0,1,1.0,2.0,1.0
4.0,3,4,4.0,3.0,0.0,1757.0,1,0,1,2.0,0.0,1.0
103.0,2,3,2.0,3.0,0.0,1350.0,0,0,1,1.0,1.0,0.08
97.0,2,2,2.0,3.0,0.0,1250.0,0,0,2,2.0,2.0,0.06
83.0,5,5,4.0,3.0,1.0,3653.0,1,0,2,0.0,0.0,3.09
96.0,3,3,3.0,3.0,0.0,1833.0,1,0,1,0.0,2.0,1.0
78.0,3,3,2.0,3.0,0.0,1428.0,0,0,1,1.0,2.0,1.0
54.0,4,4,4.0,3.0,1.0,2160.0,1,1,2,2.0,2.0,8.25
96.0,3,3,3.0,1.0,0.0,1849.0,1,0,1,1.0,1.0,1.0
76.0,2,2,1.0,3.0,0.0,657.0,0,0,2,0.0,2.0,0.05
103.0,3,4,3.0,3.0,0.0,1525.0,1,0,2,1.0,1.0,0.08
103.0,4,4,4.0,3.0,0.0,2005.0,0,0,2,0.0,2.0,2.0
11.0,3,4,4.0,3.0,0.0,1797.0,1,0,1,2.0,2.0,1.0
95.0,3,3,2.0,3.0,0.0,1350.0,1,1,2,2.0,2.0,1.0
25.0,2,2,3.0,0.0,0.0,1281.0,0,0,1,1.0,1.0,1.0
75.0,6,7,4.0,0.0,1.0,3600.0,1,1,2,2.0,2.0,8.0
76.0,2,2,2.0,1.0,0.0,1296.0,0,0,1,1.0,1.0,1.0
72.0,3,2,2.0,4.0,0.0,630.0,0,0,1,0.0,1.0,0.04
47.0,2,1,1.0,0.0,1.0,500.0,0,0,1,0.0,2.0,0.65
67.0,3,2,1.0,2.0,1.0,612.0,0,0,1,0.0,1.0,0.66
11.0,3,3,4.0,3.0,0.0,2000.0,0,0,1,2.0,2.0,1.0
31.0,3,3,2.0,2.0,1.0,1350.0,0,0,2,1.0,1.0,4.5
73.0,3,3,3.0,3.0,0.0,1833.0,1,0,1,0.0,1.0,2.0
93.0,3,3,2.0,1.0,1.0,1700.0,0,0,1,1.0,2.0,1.4
6.0,1,2,2.0,1.0,0.0,335.0,0,0,1,1.0,1.0,0.02
105.0,3,3,4.0,3.0,0.0,1523.0,0,0,1,0.0,0.0,0.08
80.0,3,5,3.0,3.0,0.0,1527.0,1,0,1,1.0,2.0,1.0
36.0,1,1,0.0,0.0,1.0,1500.0,0,0,1,0.0,1.0,1.0
89.0,3,3,3.0,3.0,0.0,1176.0,0,1,2,1.0,0.0,1.0
106.0,2,2,2.0,1.0,0.0,604.0,0,0,1,0.0,0.0,0.04
4.0,2,2,1.0,3.0,0.0,568.0,0,0,0,1.0,0.0,0.04
97.0,3,4,3.0,3.0,0.0,2400.0,1,0,1,2.0,2.0,1.0
111.0,2,2,4.0,3.0,0.0,1131.0,0,0,1,2.0,0.0,0.07
6.0,1,1,1.0,3.0,0.0,301.0,0,0,1,1.0,2.0,0.02
5.0,2,2,3.0,1.0,0.0,1232.0,0,0,1,1.0,2.0,0.08
101.0,3,2,0.0,1.0,0.0,1423.0,0,0,1,0.0,2.0,1.0
111.0,2,2,1.0,1.0,0.0,582.0,0,0,2,0.0,1.0,0.04
68.0,3,3,3.0,3.0,0.0,2300.0,1,0,2,2.0,2.0,3.0
9.0,3,3,3.0,0.0,0.0,1713.0,0,0,2,1.0,2.0,1.0
25.0,3,4,4.0,0.0,0.0,1738.0,1,0,1,1.0,2.0,1.0
86.0,2,2,2.0,1.0,1.0,745.0,0,0,1,0.0,0.0,0.75
17.0,2,2,3.0,1.0,0.0,1276.0,0,0,1,2.0,1.0,1.0
92.0,3,3,3.0,3.0,0.0,1650.0,0,0,2,1.0,2.0,1.0
69.0,3,3,2.0,1.0,0.0,1402.0,0,0,1,1.0,2.0,2.0
4.0,2,2,2.0,3.0,0.0,1230.0,0,0,1,1.0,2.0,1.0
11.0,4,5,4.0,1.0,1.0,2430.0,1,1,1,1.0,2.0,6.44
96.0,2,2,2.0,3.0,0.0,537.0,0,0,1,0.0,2.0,0.03
47.0,4,2,2.0,0.0,1.0,585.0,0,0,1,0.0,1.0,0.65
111.0,2,2,1.0,3.0,0.0,509.0,0,0,2,0.0,2.0,0.02
42.0,2,2,1.0,4.0,0.0,767.0,0,0,1,0.0,2.0,0.03
96.0,3,3,3.0,3.0,0.0,1833.0,0,0,1,1.0,2.0,0.08
58.0,4,4,3.0,3.0,0.0,2300.0,0,0,1,1.0,1.0,2.0
33.0,3,3,2.0,2.0,0.0,1608.0,1,0,1,1.0,0.0,2.0
85.0,3,3,3.0,1.0,0.0,1826.0,0,1,1,1.0,0.0,2.0
105.0,4,4,3.0,3.0,0.0,2286.0,1,0,1,1.0,2.0,1.0
4.0,2,2,2.0,3.0,0.0,1100.0,0,0,1,1.0,2.0,1.0
75.0,2,2,1.0,1.0,0.0,889.0,0,0,1,1.0,2.0,0.05
47.0,2,2,1.0,3.0,0.0,1056.0,0,0,2,0.0,2.0,0.03
2.0,3,3,4.0,0.0,0.0,1705.0,1,0,1,1.0,1.0,0.07
96.0,3,3,3.0,3.0,0.0,1833.0,1,0,2,0.0,0.0,1.0
92.0,2,2,3.0,3.0,0.0,1223.0,0,0,2,1.0,2.0,0.08
105.0,4,5,4.0,0.0,0.0,1717.0,1,0,1,0.0,2.0,0.09
74.0,3,4,3.0,3.0,0.0,2200.0,0,0,1,0.0,1.0,3.0
111.0,2,3,2.0,1.0,1.0,1053.0,0,0,2,1.0,1.0,1.5
6.0,3,4,4.0,1.0,0.0,2544.0,1,0,1,1.0,0.0,2.0
85.0,2,2,3.0,1.0,0.0,1281.0,0,0,2,0.0,0.0,1.0
43.0,3,3,3.0,1.0,0.0,1400.0,0,0,1,0.0,2.0,1.0
107.0,2,2,1.0,1.0,0.0,694.0,0,0,2,1.0,0.0,0.03
63.0,4,4,3.0,3.0,0.0,2000.0,1,0,2,0.0,2.0,2.0
103.0,4,4,4.0,3.0,0.0,2726.0,1,0,1,1.0,0.0,1.0
92.0,3,3,4.0,3.0,0.0,1650.0,1,0,0,0.0,2.0,2.0
111.0,2,2,2.0,1.0,0.0,916.0,0,0,1,1.0,2.0,0.06
13.0,4,3,2.0,2.0,1.0,1800.0,0,0,1,0.0,1.0,2.2
111.0,2,2,2.0,3.0,0.0,694.0,0,0,1,1.0,0.0,0.03
78.0,3,3,2.0,3.0,0.0,1428.0,0,0,1,1.0,1.0,1.0
27.0,2,2,2.0,1.0,0.0,1285.0,1,0,1,0.0,2.0,1.0
27.0,3,3,3.0,3.0,0.0,1600.0,0,0,2,1.0,2.0,2.0
39.0,3,2,2.0,4.0,0.0,1857.0,0,0,1,1.0,0.0,1.0
95.0,3,3,2.0,3.0,0.0,1792.0,1,0,1,1.0,1.0,1.0
50.0,3,3,2.0,2.0,0.0,1467.0,1,0,0,0.0,1.0,2.0
111.0,2,1,3.0,1.0,0.0,828.0,0,0,1,1.0,1.0,0.05
100.0,2,2,2.0,3.0,0.0,1300.0,0,0,1,2.0,2.0,0.09
58.0,1,1,0.0,0.0,0.0,80.0,0,0,1,0.0,1.0,0.03
98.0,3,3,3.0,3.0,0.0,1700.0,0,0,2,2.0,0.0,1.0
54.0,4,4,4.0,0.0,0.0,2134.0,1,0,2,2.0,0.0,2.0
4.0,3,3,4.0,3.0,0.0,1465.0,0,0,1,0.0,1.0,1.0
92.0,3,3,2.0,3.0,0.0,1700.0,1,0,0,2.0,0.0,2.0
111.0,2,2,3.0,1.0,0.0,1175.97,0,0,1,0.0,1.0,1.0
8.0,4,5,4.0,3.0,0.0,1535.0,1,0,1,0.0,0.0,1.0
73.0,2,2,3.0,4.0,0.0,1141.0,0,0,2,0.0,0.0,2.0
108.0,2,2,2.0,3.0,0.0,784.0,0,1,1,0.0,0.0,0.07
92.0,3,4,4.0,3.0,0.0,1760.0,1,0,0,2.0,0.0,2.0
20.0,3,3,3.0,0.0,1.0,2250.0,0,0,1,0.0,1.0,5.0
78.0,3,3,1.0,3.0,0.0,1419.0,0,0,1,2.0,0.0,1.0
97.0,2,2,4.0,3.0,0.0,1380.0,0,1,1,1.0,0.0,1.0
2.0,3,3,4.0,0.0,0.0,2944.0,1,0,1,0.0,2.0,1.0
112.0,2,2,1.0,1.0,1.0,1150.0,0,0,1,0.0,2.0,0.49
73.0,4,4,3.0,3.0,0.0,16929.0,1,0,2,1.0,2.0,3.0
25.0,2,3,2.0,2.0,0.0,1444.0,0,0,2,0.0,1.0,0.09
55.0,6,6,3.0,0.0,1.0,2880.0,1,1,0,2.0,2.0,4.45
92.0,3,4,4.0,3.0,0.0,2300.0,1,1,2,1.0,2.0,2.0
4.0,3,3,3.0,3.0,0.0,1315.0,0,0,2,2.0,2.0,1.0
12.0,3,3,3.0,0.0,0.0,1833.0,0,0,1,0.0,1.0,1.0
101.0,2,2,4.0,1.0,0.0,1103.0,0,0,1,0.0,1.0,0.09
6.0,2,3,3.0,1.0,0.0,1538.0,1,0,1,0.0,0.0,1.0
92.0,2,2,3.0,3.0,0.0,1300.0,0,0,2,1.0,2.0,0.08
77.0,2,2,2.0,1.0,0.0,1200.0,0,0,1,0.0,0.0,0.09
75.0,3,3,2.0,3.0,0.0,200.0,0,0,1,0.0,1.0,1.0
6.0,3,2,2.0,4.0,0.0,695.0,0,0,1,1.0,2.0,0.04
63.0,4,4,4.0,3.0,0.0,2900.0,0,0,2,1.0,1.0,2.0
11.0,7,6,3.0,3.0,1.0,3600.0,1,0,1,1.0,2.0,9.5
92.0,3,4,4.0,3.0,0.0,1558.0,1,0,1,1.0,0.0,2.0
63.0,4,4,4.0,2.0,0.0,2600.0,0,1,2,1.0,2.0,2.0
107.0,2,2,1.0,3.0,0.0,55556.0,0,0,1,0.0,0.0,0.03
8.0,3,4,4.0,3.0,0.0,1186.0,1,0,2,2.0,0.0,1.0
81.0,3,2,2.0,0.0,0.0,2406.0,1,0,1,1.0,0.0,2.0
6.0,3,4,4.0,3.0,0.0,2303.0,1,0,2,2.0,2.0,2.0
63.0,3,3,4.0,0.0,0.0,2131.0,0,0,2,1.0,2.0,1.0
95.0,1,1,0.0,3.0,0.0,700.0,0,0,1,0.0,2.0,0.06
50.0,3,2,3.0,2.0,0.0,1674.0,0,0,1,0.0,2.0,2.0
6.0,3,4,4.0,3.0,0.0,2018.0,1,0,2,1.0,2.0,1.0
89.0,3,3,2.0,3.0,0.0,1215.0,0,0,1,2.0,2.0,1.0
43.0,3,3,4.0,3.0,0.0,1708.0,0,0,2,0.0,2.0,1.0
