sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
33.0,1,1,1.0,2.0,0.0,995.0,0,0,2,1.0,1.0,1.0
98.0,2,2,1.0,1.0,0.0,557.0,1,0,1,1.0,1.0,0.04
89.0,3,4,4.0,3.0,0.0,1695.0,1,0,2,2.0,2.0,1.0
39.0,3,4,4.0,1.0,0.0,129.42,1,0,1,1.0,2.0,1.0
25.0,2,2,3.0,0.0,0.0,1281.0,0,0,2,1.0,1.0,0.09
103.0,3,3,4.0,3.0,0.0,1566.0,0,0,1,1.0,2.0,1.0
92.0,3,2,4.0,3.0,0.0,1463.0,0,0,2,1.0,2.0,1.0
61.0,3,4,4.0,0.0,0.0,13254.0,1,0,0,2.0,2.0,4.0
18.0,3,4,2.0,2.0,0.0,2000.0,1,0,1,0.0,1.0,1.0
6.0,3,2,4.0,3.0,0.0,1607.0,0,0,2,1.0,0.0,1.0
96.0,4,4,3.0,3.0,0.0,3165.0,1,0,1,0.0,0.0,2.0
104.0,4,4,4.0,3.0,0.0,2139.0,1,0,1,1.0,2.0,1.0
93.0,4,4,4.0,3.0,1.0,3240.0,1,0,0,1.0,2.0,6.8
61.0,3,3,4.0,2.0,0.0,2119.0,1,0,1,1.0,2.0,3.0
73.0,3,3,3.0,3.0,0.0,3043.0,1,0,1,1.0,0.0,5.0
57.0,2,2,2.0,0.0,0.0,1330.0,0,0,0,2.0,0.0,1.0
31.0,4,4,3.0,3.0,1.0,4235.0,0,1,1,0.0,1.0,16.0
39.0,3,3,0.0,4.0,0.0,1996.0,0,0,1,1.0,1.0,1.0
9.0,2,2,2.0,3.0,0.0,608.0,0,0,1,0.0,2.0,0.03
2.0,3,3,2.0,0.0,0.0,2556.0,0,0,1,0.0,1.0,0.08
105.0,4,5,4.0,3.0,0.0,2453.0,1,0,2,1.0,0.0,2.0
105.0,3,3,1.0,1.0,0.0,711.0,0,0,0,1.0,0.0,0.05
63.0,6,6,4.0,0.0,1.0,1530.0,0,0,2,0.0,1.0,3.4
82.0,2,2,1.0,3.0,0.0,557.0,0,0,1,1.0,2.0,0.06
77.0,2,2,4.0,4.0,0.0,1068.0,0,0,1,1.0,0.0,0.08
9.0,2,2,4.0,3.0,0.0,1236.0,0,0,1,0.0,2.0,0.09
33.0,3,4,4.0,3.0,0.0,2000.0,1,0,2,2.0,0.0,6.0
33.0,5,6,4.0,0.0,1.0,5000.0,0,0,1,0.0,2.0,8.95
95.0,3,3,3.0,3.0,0.0,1537.0,0,1,1,1.0,2.0,1.0
96.0,3,3,3.0,3.0,0.0,1650.0,0,0,2,2.0,2.0,1.0
101.0,3,3,2.0,1.0,0.0,1423.0,0,0,1,0.0,2.0,1.0
4.0,3,4,3.0,3.0,0.0,1605.0,1,0,1,1.0,0.0,1.0
54.0,7,7,3.0,0.0,1.0,2340.0,0,0,2,0.0,1.0,5.0
73.0,3,3,4.0,3.0,0.0,2800.0,1,0,2,2.0,0.0,5.0
108.0,4,4,4.0,1.0,0.0,2835.0,0,0,1,1.0,1.0,1.0
30.0,10,10,3.0,2.0,1.0,3159.0,0,0,2,1.0,2.0,9.0
69.0,2,2,1.0,4.0,0.0,1041.0,0,0,1,0.0,2.0,1.0
61.0,4,4,4.0,0.0,1.0,8036.0,1,1,1,0.0,1.0,25.0
105.0,3,3,3.0,1.0,0.0,1281.0,0,0,1,1.0,2.0,0.05
95.0,3,2,3.0,3.0,0.0,1588.0,0,0,1,0.0,0.0,1.0
103.0,3,4,3.0,1.0,0.0,1765.0,1,0,1,1.0,2.0,1.0
78.0,3,3,2.0,3.0,0.0,1428.0,0,0,1,1.0,1.0,1.0
78.0,3,3,1.0,3.0,0.0,1392.0,0,0,1,1.0,0.0,1.0
30.0,4,4,4.0,2.0,1.0,1800.0,1,1,1,1.0,1.0,6.3
72.0,2,2,2.0,4.0,0.0,1372.0,0,0,1,0.0,2.0,1.0
50.0,4,4,2.0,2.0,1.0,3762.0,1,0,1,1.0,1.0,10.5
111.0,1,1,1.0,1.0,0.0,443.0,0,0,0,0.0,2.0,0.02
39.0,4,4,3.0,1.0,0.0,2371.0,1,0,2,0.0,1.0,2.0
70.0,2,2,2.0,1.0,0.0,1365.0,1,0,1,1.0,0.0,2.0
47.0,3,3,2.0,3.0,1.0,76.0,0,0,1,0.0,1.0,0.67
33.0,2,1,1.0,2.0,0.0,1188.0,0,0,1,1.0,1.0,0.09
102.0,2,2,2.0,2.0,1.0,37.0,0,0,1,0.0,1.0,0.22
5.0,2,2,3.0,3.0,0.0,1250.0,0,0,2,1.0,2.0,1.0
31.0,5,5,4.0,3.0,1.0,4518.0,1,1,2,1.0,1.0,17.0
105.0,3,3,2.0,3.0,0.0,1596.0,0,0,1,0.0,2.0,0.07
73.0,3,3,3.0,3.0,0.0,1081.0,1,0,2,1.0,2.0,1.0
92.0,4,5,4.0,3.0,0.0,3801.0,1,0,2,1.0,0.0,4.0
105.0,4,3,3.0,1.0,0.0,2104.0,1,0,1,1.0,2.0,1.0
98.0,3,3,3.0,3.0,0.0,1715.0,1,0,2,0.0,0.0,1.0
15.0,4,5,4.0,3.0,0.0,2670.0,1,0,1,1.0,2.0,3.0
94.0,4,4,4.0,1.0,0.0,2179.0,1,0,0,2.0,1.0,2.0
55.0,3,3,2.0,0.0,1.0,1900.0,0,1,1,1.0,1.0,2.5
73.0,4,4,4.0,3.0,1.0,3600.0,1,0,1,1.0,1.0,12.5
60.0,3,3,3.0,4.0,0.0,2892.0,0,0,1,1.0,0.0,6.0
55.0,4,3,4.0,2.0,0.0,2492.0,0,0,1,1.0,2.0,2.0
97.0,2,2,4.0,3.0,0.0,1406.0,0,1,1,1.0,0.0,1.0
57.0,3,3,4.0,0.0,0.0,2491.0,1,0,1,2.0,2.0,2.0
5.0,2,2,3.0,3.0,0.0,1338.0,0,1,2,2.0,2.0,1.0
75.0,4,4,4.0,3.0,0.0,3160.0,1,0,2,0.0,1.0,4.0
103.0,4,4,4.0,3.0,0.0,2139.0,1,0,1,1.0,1.0,1.0
1.0,2,2,2.0,4.0,0.0,1130.0,0,0,2,1.0,2.0,1.0
69.0,3,3,2.0,4.0,0.0,1475.0,0,0,1,1.0,1.0,2.0
18.0,2,2,1.0,0.0,0.0,737.0,0,0,1,0.0,1.0,0.03
47.0,3,3,2.0,2.0,1.0,4950.0,0,0,1,0.0,1.0,5.0
10.0,2,3,3.0,3.0,0.0,1161.0,1,0,1,1.0,2.0,0.09
39.0,2,2,2.0,4.0,0.0,1533.0,0,0,1,1.0,0.0,1.0
101.0,3,3,2.0,1.0,0.0,1581.0,0,0,1,0.0,2.0,1.0
74.0,3,3,3.0,3.0,0.0,1800.0,1,0,2,0.0,2.0,2.0
79.0,4,4,3.0,2.0,1.0,2628.0,0,0,1,0.0,2.0,3.85
18.0,2,1,0.0,2.0,1.0,360.0,0,0,1,0.0,1.0,0.35
47.0,3,2,2.0,1.0,0.0,1500.0,0,0,2,0.0,1.0,1.0
92.0,4,6,4.0,3.0,0.0,3801.0,1,0,2,0.0,0.0,4.0
73.0,3,3,3.0,3.0,0.0,1600.0,1,0,2,0.0,2.0,2.0
33.0,3,4,3.0,2.0,0.0,1700.0,1,0,2,1.0,2.0,2.0
106.0,4,4,3.0,3.0,0.0,2105.0,0,0,1,0.0,0.0,1.0
73.0,3,3,3.0,1.0,0.0,16669.0,0,0,1,0.0,0.0,3.0
49.0,9,9,4.0,0.0,1.0,5000.0,1,1,2,1.0,2.0,9.25
9.0,3,3,3.0,3.0,0.0,1758.0,0,0,1,1.0,2.0,1.0
44.0,3,3,4.0,3.0,0.0,1983.0,1,0,1,0.0,2.0,1.0
89.0,2,2,3.0,1.0,0.0,81.0,0,0,1,1.0,2.0,1.0
44.0,1,1,0.0,3.0,1.0,1535.0,0,0,1,0.0,1.0,1.16
71.0,3,3,3.0,1.0,0.0,2700.0,0,0,1,0.0,2.0,3.0
85.0,2,2,4.0,3.0,0.0,1300.0,0,0,1,1.0,2.0,1.0
85.0,2,2,3.0,3.0,0.0,1300.0,0,1,1,2.0,0.0,1.0
105.0,2,2,3.0,4.0,0.0,846.0,0,0,1,0.0,1.0,0.07
15.0,4,5,4.0,3.0,0.0,2650.0,1,0,2,2.0,0.0,3.0
93.0,2,2,2.0,3.0,0.0,1299.0,0,0,2,1.0,0.0,0.09
26.0,3,2,1.0,3.0,1.0,594.0,0,0,1,0.0,1.0,0.45
54.0,4,6,3.0,2.0,1.0,3240.0,1,0,1,0.0,2.0,8.5
87.0,4,4,4.0,3.0,0.0,1800.0,1,0,0,0.0,1.0,1.0
78.0,4,4,1.0,3.0,0.0,2186.0,0,0,1,1.0,0.0,2.0
6.0,3,3,3.0,4.0,0.0,1529.0,0,0,1,0.0,1.0,1.0
78.0,3,3,3.0,3.0,0.0,1640.0,0,0,1,0.0,0.0,2.0
15.0,1,1,1.0,3.0,0.0,450.0,0,0,1,0.0,2.0,0.03
18.0,9,9,4.0,2.0,1.0,9000.0,0,0,1,0.0,2.0,6.0
46.0,5,5,4.0,0.0,1.0,4500.0,1,0,2,0.0,2.0,15.0
101.0,3,3,0.0,4.0,0.0,1910.0,0,0,1,1.0,0.0,0.08
2.0,3,2,4.0,2.0,0.0,1696.0,0,0,1,1.0,2.0,0.06
5.0,3,4,4.0,1.0,0.0,1734.0,1,0,1,0.0,2.0,1.0
77.0,2,2,3.0,1.0,0.0,1127.0,0,0,1,1.0,0.0,1.0
67.0,3,2,2.0,0.0,0.0,111.0,0,0,1,1.0,1.0,0.04
6.0,4,4,4.0,3.0,0.0,2953.0,1,0,2,2.0,0.0,2.0
4.0,2,2,2.0,3.0,0.0,828.0,0,0,1,1.0,2.0,0.09
81.0,3,3,3.0,3.0,0.0,1946.0,1,0,1,1.0,0.0,2.0
101.0,2,2,2.0,4.0,0.0,1226.0,0,0,1,0.0,2.0,1.0
1.0,4,4,4.0,3.0,0.0,5430.0,1,0,1,1.0,2.0,7.0
86.0,2,2,2.0,4.0,0.0,665.0,0,0,1,1.0,0.0,0.07
101.0,3,2,3.0,1.0,0.0,998.0,0,0,1,0.0,1.0,1.0
95.0,4,4,3.0,3.0,0.0,2193.0,1,0,1,0.0,2.0,1.0
111.0,2,2,4.0,1.0,0.0,1344.0,0,0,1,1.0,0.0,0.07
10.0,2,2,3.0,3.0,0.0,1167.0,1,0,1,2.0,2.0,0.09
11.0,3,2,4.0,3.0,0.0,1477.0,0,0,1,1.0,0.0,1.0
10.0,2,2,2.0,4.0,0.0,1250.0,0,0,1,1.0,2.0,2.0
8.0,2,2,4.0,3.0,0.0,940.0,0,0,1,0.0,1.0,0.08
89.0,3,3,2.0,3.0,0.0,1362.0,0,0,1,1.0,2.0,1.0
111.0,2,2,2.0,1.0,0.0,577.0,0,0,1,0.0,1.0,0.03
78.0,3,3,2.0,3.0,0.0,1428.0,0,0,2,1.0,1.0,1.0
111.0,2,2,3.0,3.0,0.0,1095.0,0,0,1,2.0,2.0,0.07
73.0,2,2,3.0,1.0,0.0,1297.0,0,0,1,0.0,2.0,2.0
93.0,4,5,4.0,3.0,0.0,2535.0,0,0,1,1.0,1.0,1.0
59.0,3,3,4.0,3.0,0.0,2556.0,0,0,2,1.0,2.0,1.0
57.0,3,3,3.0,0.0,0.0,2600.0,1,0,2,2.0,2.0,2.0
71.0,3,3,4.0,1.0,0.0,3077.0,0,0,1,1.0,1.0,3.0
40.0,3,2,2.0,1.0,0.0,850.0,0,0,1,0.0,1.0,0.08
62.0,4,4,4.0,3.0,1.0,60.0,0,1,1,1.0,2.0,1.45
105.0,4,3,3.0,0.0,0.0,1770.0,0,0,1,1.0,2.0,0.09
93.0,2,2,3.0,3.0,0.0,1383.0,0,0,1,0.0,2.0,0.08
110.0,3,3,2.0,2.0,0.0,1438.0,0,0,2,0.0,1.0,0.08
88.0,3,3,2.0,0.0,0.0,1900.0,1,0,1,1.0,1.0,0.09
101.0,2,2,3.0,1.0,0.0,1233.0,0,0,1,1.0,2.0,1.0
39.0,3,3,3.0,4.0,0.0,588.0,0,0,1,1.0,1.0,1.0
69.0,2,2,2.0,1.0,0.0,1278.0,0,0,1,0.0,2.0,1.0
102.0,3,3,2.0,2.0,1.0,2367.0,0,0,2,0.0,1.0,3.2
4.0,3,3,4.0,3.0,0.0,1456.0,0,1,1,1.0,1.0,2.0
39.0,2,2,4.0,4.0,0.0,1111.0,0,0,1,1.0,2.0,1.0
56.0,2,2,1.0,2.0,1.0,900.0,0,0,1,0.0,1.0,0.8
50.0,5,5,4.0,3.0,1.0,2250.0,1,0,2,1.0,1.0,9.5
111.0,2,2,2.0,0.0,0.0,1350.0,0,0,1,1.0,2.0,0.07
91.0,3,4,2.0,0.0,0.0,1854.0,0,1,1,1.0,2.0,1.0
11.0,3,2,2.0,3.0,0.0,1213.0,0,0,2,0.0,2.0,0.07
57.0,4,4,3.0,0.0,1.0,3240.0,1,0,1,0.0,1.0,9.8
17.0,4,4,3.0,4.0,0.0,2353.0,1,0,2,2.0,0.0,3.0
9.0,2,2,1.0,3.0,0.0,598.0,0,0,0,0.0,2.0,0.04
48.0,9,9,4.0,0.0,1.0,2367.0,1,1,2,1.0,2.0,5.0
2.0,4,4,3.0,0.0,0.0,2233.0,0,0,1,0.0,2.0,0.09
54.0,3,4,3.0,3.0,1.0,2592.0,1,1,2,1.0,1.0,6.4
93.0,3,5,4.0,3.0,0.0,2000.0,1,0,2,1.0,2.0,1.0
63.0,1,2,1.0,2.0,0.0,678.0,0,0,1,1.0,1.0,0.05
81.0,4,4,4.0,3.0,1.0,6000.0,1,1,2,2.0,2.0,5.35
7.0,2,2,1.0,0.0,1.0,450.0,0,0,1,0.0,1.0,0.37
89.0,3,4,3.0,1.0,0.0,2050.0,0,0,1,0.0,2.0,1.0
73.0,3,3,3.0,3.0,0.0,1493.0,1,0,1,0.0,2.0,2.0
47.0,2,2,1.0,3.0,0.0,1056.0,0,0,1,0.0,2.0,0.03
96.0,4,4,4.0,1.0,0.0,1896.0,0,0,1,1.0,2.0,1.0
39.0,6,6,4.0,0.0,1.0,4914.0,0,0,2,0.0,2.0,9.5
33.0,10,10,4.0,2.0,1.0,8056.0,0,0,1,0.0,1.0,13.0
111.0,2,2,2.0,3.0,0.0,1016.0,0,0,0,1.0,0.0,0.08
4.0,3,3,3.0,3.0,0.0,1676.0,0,0,1,1.0,2.0,1.0
60.0,5,5,2.0,3.0,1.0,2250.0,0,0,1,0.0,2.0,4.0
54.0,4,5,3.0,0.0,0.0,2167.0,0,0,2,0.0,1.0,2.0
43.0,3,4,3.0,3.0,0.0,1660.0,1,0,1,0.0,2.0,0.09
5.0,3,3,4.0,1.0,0.0,1500.0,0,0,1,1.0,2.0,1.0
57.0,3,3,2.0,3.0,0.0,1245.0,0,1,2,1.0,2.0,1.0
111.0,2,2,2.0,1.0,0.0,658.0,0,0,1,0.0,0.0,0.03
4.0,2,2,3.0,3.0,0.0,1100.0,0,0,2,0.0,2.0,1.0
78.0,3,3,2.0,3.0,0.0,1428.0,0,0,2,2.0,2.0,1.0
25.0,6,5,4.0,3.0,1.0,2430.0,1,0,1,1.0,2.0,4.95
95.0,3,3,3.0,3.0,0.0,1600.0,1,0,2,2.0,2.0,1.0
78.0,3,2,3.0,3.0,0.0,1473.0,0,0,1,1.0,2.0,0.09
104.0,4,4,4.0,0.0,0.0,2604.0,1,0,1,1.0,2.0,1.0
15.0,4,5,4.0,3.0,0.0,2996.0,1,0,0,2.0,2.0,3.0
82.0,2,2,2.0,0.0,0.0,1084.0,0,0,2,1.0,2.0,0.09
55.0,3,3,1.0,2.0,1.0,1386.0,0,0,2,1.0,1.0,2.75
111.0,1,1,0.0,3.0,0.0,484.0,0,0,1,0.0,1.0,0.02
92.0,2,2,3.0,3.0,0.0,1361.0,0,0,2,1.0,0.0,0.06
61.0,3,4,3.0,3.0,0.0,20253.0,1,0,0,2.0,0.0,5.0
57.0,3,3,4.0,2.0,0.0,2357.0,1,0,2,1.0,0.0,3.0
57.0,4,5,4.0,1.0,1.0,4500.0,1,0,2,1.0,2.0,3.99
8.0,3,3,4.0,4.0,0.0,2224.0,1,0,1,0.0,2.0,3.0
111.0,2,2,1.0,1.0,0.0,669.0,0,0,2,1.0,1.0,0.03
0.0,3,3,4.0,4.0,0.0,1940.0,1,0,1,0.0,2.0,1.0
103.0,4,5,2.0,3.0,0.0,2330.0,1,0,1,2.0,2.0,1.0
73.0,2,2,3.0,1.0,0.0,1015.0,0,0,1,0.0,2.0,2.0
97.0,2,2,3.0,3.0,0.0,1484.0,0,0,1,0.0,2.0,1.0
96.0,2,2,4.0,3.0,0.0,1222.0,0,0,1,1.0,2.0,0.06
1.0,4,4,4.0,0.0,0.0,5350.0,0,0,1,1.0,1.0,5.0
25.0,4,4,1.0,3.0,1.0,3000.0,0,0,1,0.0,1.0,6.0
106.0,3,4,2.0,3.0,0.0,1350.0,0,0,2,1.0,0.0,1.0
2.0,3,3,4.0,0.0,0.0,1900.0,1,0,1,1.0,2.0,0.08
66.0,3,3,3.0,4.0,0.0,2550.0,0,0,1,0.0,2.0,3.0
103.0,3,3,4.0,3.0,0.0,1700.0,0,0,1,1.0,2.0,1.0
97.0,2,2,3.0,3.0,0.0,1630.0,0,1,1,2.0,2.0,1.0
50.0,7,7,4.0,0.0,1.0,2034.0,1,1,1,0.0,2.0,6.25
5.0,4,3,4.0,4.0,1.0,4000.0,0,0,1,1.0,0.0,3.25
55.0,5,6,4.0,3.0,0.0,3219.0,1,0,1,0.0,0.0,4.0
99.0,2,2,1.0,1.0,0.0,695.0,0,0,1,0.0,2.0,0.04
98.0,3,2,3.0,3.0,0.0,1480.0,0,0,0,1.0,2.0,1.0
4.0,3,3,3.0,3.0,0.0,1465.0,1,0,1,0.0,2.0,1.0
98.0,2,2,2.0,1.0,0.0,1360.0,0,0,1,1.0,2.0,0.07
97.0,4,5,4.0,3.0,0.0,2017.0,1,0,1,0.0,2.0,1.0
29.0,7,5,4.0,2.0,1.0,540.0,0,0,1,0.0,2.0,1.6
45.0,6,6,4.0,2.0,1.0,1836.0,1,0,2,1.0,2.0,4.0
28.0,3,3,2.0,0.0,1.0,2000.0,0,1,1,0.0,1.0,2.4
44.0,2,2,3.0,3.0,0.0,1310.0,0,0,1,2.0,2.0,0.08
33.0,4,4,4.0,3.0,1.0,2430.0,1,1,2,1.0,1.0,8.4
9.0,2,2,2.0,3.0,0.0,543.0,0,0,1,0.0,1.0,0.02
63.0,3,2,3.0,2.0,0.0,1585.0,0,1,1,1.0,2.0,1.0
72.0,3,3,4.0,1.0,1.0,2771.0,1,0,2,2.0,2.0,3.85
44.0,3,3,3.0,3.0,0.0,1707.0,0,0,1,0.0,0.0,1.0
95.0,3,3,3.0,3.0,0.0,1350.0,1,0,2,0.0,2.0,1.0
44.0,3,3,3.0,3.0,0.0,1692.0,0,0,1,0.0,0.0,1.0
77.0,2,2,3.0,3.0,0.0,1130.0,0,0,2,1.0,1.0,1.0
111.0,2,2,2.0,1.0,0.0,616.0,0,0,1,1.0,0.0,0.03
30.0,4,4,2.0,2.0,1.0,3618.0,1,0,2,1.0,1.0,10.5
81.0,3,3,4.0,1.0,0.0,1900.0,1,0,1,1.0,2.0,1.0
47.0,2,1,1.0,0.0,1.0,624.0,0,1,1,0.0,1.0,0.47
88.0,3,3,3.0,0.0,0.0,1853.0,0,0,1,0.0,2.0,1.0
98.0,2,2,1.0,1.0,0.0,1360.0,0,0,1,1.0,2.0,0.06
73.0,3,4,3.0,3.0,0.0,1833.0,1,1,0,2.0,2.0,2.0
25.0,3,3,4.0,2.0,0.0,1611.0,0,0,0,1.0,2.0,1.0
60.0,4,4,3.0,0.0,0.0,3068.0,1,0,2,1.0,2.0,6.0
44.0,2,2,3.0,1.0,0.0,1100.0,0,0,1,0.0,2.0,0.07
63.0,4,4,4.0,3.0,1.0,1503.0,0,0,2,0.0,1.0,4.0
57.0,6,6,0.0,0.0,1.0,4861.0,0,0,1,0.0,1.0,13.2
7.0,3,2,1.0,3.0,1.0,720.0,0,0,1,0.0,1.0,0.65
61.0,3,3,3.0,0.0,0.0,1900.0,1,0,2,1.0,2.0,1.0
80.0,6,7,4.0,3.0,0.0,5333.0,1,0,1,1.0,1.0,5.0
50.0,5,6,4.0,1.0,1.0,4050.0,1,0,2,2.0,2.0,11.0
6.0,3,4,4.0,3.0,0.0,2000.0,1,0,1,2.0,2.0,1.0
25.0,2,3,0.0,0.0,0.0,1000.0,0,0,1,0.0,1.0,1.0
11.0,4,4,4.0,3.0,1.0,5400.0,0,0,2,1.0,1.0,7.0
107.0,1,1,1.0,3.0,0.0,3569.0,0,0,1,0.0,0.0,0.01
99.0,2,2,1.0,1.0,0.0,694.0,0,0,1,0.0,2.0,0.04
15.0,3,4,2.0,0.0,0.0,1991.0,1,0,1,1.0,2.0,2.0
111.0,2,2,2.0,3.0,0.0,1043.0,0,0,1,1.0,1.0,0.06
109.0,2,2,2.0,1.0,0.0,583.0,0,0,1,1.0,2.0,0.03
89.0,2,2,3.0,4.0,0.0,1578.0,0,0,1,1.0,0.0,1.0
10.0,2,2,2.0,0.0,0.0,1362.0,0,0,1,1.0,0.0,0.07
111.0,2,2,2.0,0.0,0.0,521.0,0,0,1,0.0,1.0,0.02
97.0,3,4,4.0,3.0,0.0,2398.0,1,0,2,2.0,0.0,1.0
109.0,2,2,1.0,3.0,0.0,606.0,0,0,1,1.0,2.0,0.03
107.0,2,2,2.0,1.0,0.0,670.0,0,0,2,1.0,0.0,0.04
63.0,3,3,4.0,0.0,0.0,1900.0,1,0,2,1.0,2.0,1.0
97.0,4,4,4.0,3.0,0.0,2225.0,0,0,1,0.0,2.0,2.0
34.0,2,2,3.0,4.0,0.0,1307.0,0,0,1,1.0,1.0,1.0
44.0,3,3,3.0,4.0,0.0,2283.0,0,0,1,0.0,2.0,1.0
11.0,3,3,4.0,3.0,0.0,1584.0,0,0,1,1.0,2.0,1.0
79.0,2,2,1.0,3.0,0.0,1000.0,0,0,1,1.0,2.0,0.05
6.0,2,2,4.0,3.0,0.0,1269.0,0,0,1,1.0,2.0,0.08
73.0,3,3,3.0,3.0,0.0,1500.0,1,0,2,1.0,1.0,2.0
99.0,3,3,4.0,3.0,0.0,1674.0,0,0,2,0.0,2.0,1.0
63.0,3,4,4.0,2.0,0.0,1900.0,1,0,2,1.0,2.0,1.0
61.0,3,4,4.0,3.0,0.0,15464.0,1,0,2,0.0,0.0,4.0
111.0,2,2,4.0,3.0,0.0,1131.0,0,0,1,0.0,2.0,0.07
10.0,2,3,3.0,3.0,0.0,978.23,0,0,1,1.0,2.0,0.09
8.0,3,4,4.0,3.0,0.0,1186.0,1,0,1,0.0,0.0,1.0
51.0,5,4,2.0,0.0,1.0,3240.0,1,0,2,0.0,1.0,8.5
6.0,3,4,4.0,3.0,0.0,2061.0,1,0,1,1.0,2.0,2.0
73.0,2,2,2.0,3.0,0.0,812.0,0,0,1,1.0,2.0,1.0
9.0,2,2,4.0,1.0,0.0,1200.0,0,0,1,1.0,0.0,1.0
89.0,3,3,3.0,3.0,0.0,2161.0,0,0,1,0.0,2.0,1.0
80.0,3,5,3.0,3.0,0.0,1527.0,1,0,1,1.0,2.0,1.0
57.0,3,4,2.0,0.0,1.0,3240.0,1,0,2,1.0,1.0,12.0
107.0,1,1,1.0,3.0,0.0,407.0,0,0,1,1.0,2.0,0.02
47.0,2,2,1.0,1.0,1.0,50.0,0,0,2,1.0,1.0,0.47
53.0,8,6,4.0,0.0,1.0,3240.0,1,0,2,0.0,2.0,8.81
25.0,3,3,4.0,0.0,0.0,1611.0,0,0,1,1.0,2.0,1.0
17.0,2,2,2.0,3.0,0.0,1080.0,0,0,1,1.0,2.0,1.0
105.0,4,4,3.0,3.0,0.0,2093.0,0,0,1,0.0,2.0,1.0
31.0,5,4,4.0,0.0,1.0,4518.0,1,1,2,1.0,2.0,18.0
57.0,6,5,3.0,0.0,1.0,3078.0,1,0,2,0.0,2.0,12.5
47.0,3,4,0.0,0.0,1.0,1350.0,0,0,1,0.0,2.0,0.47
17.0,3,2,2.0,1.0,0.0,1429.0,0,0,1,0.0,2.0,1.0
33.0,4,5,4.0,3.0,1.0,2844.0,1,1,2,1.0,2.0,12.0
61.0,3,3,3.0,0.0,0.0,12123.0,0,0,1,0.0,1.0,5.0
2.0,3,3,4.0,0.0,0.0,2070.0,1,0,1,0.0,2.0,0.09
101.0,2,2,2.0,1.0,0.0,1226.0,0,0,1,0.0,1.0,1.0
30.0,5,6,3.0,2.0,1.0,2700.0,1,1,2,1.0,2.0,10.0
61.0,3,4,4.0,0.0,0.0,1900.0,1,0,2,1.0,2.0,1.0
105.0,3,3,3.0,3.0,0.0,1473.0,0,0,1,1.0,1.0,0.07
17.0,4,4,4.0,4.0,0.0,2060.0,0,0,1,1.0,0.0,2.0
6.0,3,3,1.0,0.0,1.0,900.0,0,0,0,0.0,1.0,0.62
16.0,4,6,4.0,3.0,0.0,3573.33,1,0,1,1.0,0.0,5.0
92.0,2,2,3.0,3.0,0.0,955.0,0,0,1,1.0,1.0,0.08
27.0,6,6,4.0,2.0,1.0,2368.0,0,1,2,1.0,1.0,4.7
50.0,10,10,4.0,1.0,1.0,549.0,1,0,1,0.0,2.0,2.1
78.0,2,2,2.0,0.0,0.0,1100.0,0,0,1,0.0,2.0,0.07
103.0,4,4,4.0,3.0,0.0,2214.0,0,0,2,2.0,0.0,1.0
31.0,6,8,2.0,3.0,1.0,4518.0,1,1,2,1.0,2.0,18.9
78.0,3,3,2.0,3.0,0.0,1381.0,0,0,1,2.0,1.0,1.0
76.0,2,2,2.0,3.0,0.0,778.0,0,0,1,0.0,1.0,0.05
105.0,2,2,1.0,3.0,0.0,657.0,0,0,2,0.0,2.0,0.04
74.0,3,4,2.0,3.0,0.0,1850.0,1,0,2,2.0,2.0,1.0
28.0,7,7,4.0,0.0,1.0,5000.0,1,0,1,1.0,1.0,5.65
70.0,4,6,3.0,3.0,0.0,3932.0,1,1,2,1.0,0.0,9.0
103.0,2,2,2.0,4.0,0.0,796.0,0,0,1,0.0,1.0,0.05
99.0,3,3,3.0,1.0,0.0,1642.0,0,0,1,1.0,2.0,1.0
89.0,2,2,2.0,3.0,0.0,1300.0,0,0,1,0.0,2.0,1.0
111.0,2,2,4.0,3.0,0.0,1319.0,0,0,2,0.0,0.0,1.0
8.0,3,4,4.0,4.0,0.0,1593.0,1,0,1,1.0,0.0,1.0
47.0,3,2,1.0,0.0,1.0,783.0,0,0,1,0.0,1.0,0.67
69.0,3,3,3.0,3.0,0.0,1592.0,0,0,2,0.0,0.0,2.0
55.0,3,3,3.0,0.0,0.0,1604.25,0,0,2,1.0,2.0,2.0
76.0,2,2,2.0,3.0,0.0,1149.0,0,0,1,1.0,2.0,1.0
27.0,2,2,2.0,3.0,0.0,1533.0,0,0,1,0.0,2.0,2.0
81.0,3,3,3.0,3.0,0.0,1925.0,0,0,1,1.0,2.0,1.0
57.0,4,4,2.0,2.0,1.0,3400.0,1,0,1,1.0,2.0,7.0
97.0,3,3,3.0,4.0,0.0,141.0,0,0,1,0.0,0.0,1.0
77.0,2,2,3.0,1.0,0.0,1311.0,0,0,1,0.0,0.0,1.0
61.0,4,4,3.0,0.0,1.0,1440.0,1,0,2,0.0,2.0,3.75
80.0,3,4,3.0,3.0,0.0,1765.0,1,1,1,1.0,0.0,1.0
77.0,2,2,2.0,1.0,0.0,1460.0,0,0,1,0.0,2.0,1.0
76.0,4,4,3.0,1.0,0.0,1991.0,0,0,2,1.0,2.0,1.0
69.0,2,2,2.0,4.0,0.0,1278.0,0,0,1,0.0,2.0,1.0
83.0,4,4,4.0,1.0,0.0,4000.0,1,0,2,2.0,1.0,6.0
